o,o_lable,o_synonym
http://purl.obolibrary.org/obo/UBERON_0001200,submucosa of stomach,submucous layer of stomach
http://purl.obolibrary.org/obo/UBERON_0001200,submucosa of stomach,tela submucosa (gaster)
http://purl.obolibrary.org/obo/UBERON_0001200,submucosa of stomach,tela submucosa gastricae
http://purl.obolibrary.org/obo/UBERON_0001200,submucosa of stomach,tela submucosa ventriculi
http://purl.obolibrary.org/obo/UBERON_0001200,submucosa of stomach,ventriculus submucosa
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,anatomical wall of stomach serosa
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,anatomical wall of stomach serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,anatomical wall of ventriculus serosa
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,anatomical wall of ventriculus serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,gastric serosa
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,gastric wall serosa
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,gastric wall serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serosa of anatomical wall of stomach
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serosa of anatomical wall of ventriculus
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serosa of gastric wall
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serosa of stomach anatomical wall
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serosa of stomach wall
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serosa of ventriculus anatomical wall
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serosa of ventriculus wall
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serosa of wall of stomach
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serosa of wall of ventriculus
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serous coat of stomach
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serous membrane of anatomical wall of stomach
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serous membrane of anatomical wall of ventriculus
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serous membrane of gastric wall
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serous membrane of stomach anatomical wall
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serous membrane of stomach wall
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serous membrane of ventriculus anatomical wall
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serous membrane of ventriculus wall
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serous membrane of wall of stomach
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,serous membrane of wall of ventriculus
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,stomach anatomical wall serosa
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,stomach anatomical wall serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,stomach serosa
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,stomach wall serosa
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,stomach wall serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,tunica serosa (gaster)
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,tunica serosa gastricae
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,ventriculus anatomical wall serosa
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,ventriculus anatomical wall serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,ventriculus wall serosa
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,ventriculus wall serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,visceral peritoneum of stomach
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,wall of stomach serosa
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,wall of stomach serous membrane
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,wall of ventriculus serosa
http://purl.obolibrary.org/obo/UBERON_0001201,serosa of stomach,wall of ventriculus serous membrane
http://purl.obolibrary.org/obo/UBERON_0001202,pyloric sphincter,pyloric valve
http://purl.obolibrary.org/obo/UBERON_0001203,muscularis mucosae of stomach,gastric muscularis mucosa
http://purl.obolibrary.org/obo/UBERON_0001203,muscularis mucosae of stomach,lamina muscularis mucosae (tunica mucosa)(gaster)
http://purl.obolibrary.org/obo/UBERON_0001203,muscularis mucosae of stomach,lamina muscularis mucosae gastricae
http://purl.obolibrary.org/obo/UBERON_0001203,muscularis mucosae of stomach,lamina muscularis of gastric mucosa
http://purl.obolibrary.org/obo/UBERON_0001203,muscularis mucosae of stomach,muscular coat of stomach
http://purl.obolibrary.org/obo/UBERON_0001203,muscularis mucosae of stomach,stomach muscularis mucosa
http://purl.obolibrary.org/obo/UBERON_0001203,muscularis mucosae of stomach,tunica muscularis gastricae
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,mucosa of organ of small bowel
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,mucosa of organ of small intestine
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,mucosa of small bowel
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,mucous membrane of small bowel
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,mucous membrane of small intestine
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,organ mucosa of small bowel
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,organ mucosa of small intestine
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,small bowel mucosa
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,small bowel mucosa of organ
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,small bowel mucous membrane
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,small bowel organ mucosa
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,small intestinal mucosa
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,small intestine mucosa
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,small intestine mucosa of organ
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,small intestine mucous membrane
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,small intestine organ mucosa
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,tunica mucosa (intestinum tenue)
http://purl.obolibrary.org/obo/UBERON_0001204,mucosa of small intestine,tunica mucosa intestini tenuis
http://purl.obolibrary.org/obo/UBERON_0001205,submucosa of small intestine,small bowel submucosa
http://purl.obolibrary.org/obo/UBERON_0001205,submucosa of small intestine,small intestinal submucosa
http://purl.obolibrary.org/obo/UBERON_0001205,submucosa of small intestine,small intestine submucosa
http://purl.obolibrary.org/obo/UBERON_0001205,submucosa of small intestine,submucosa of small bowel
http://purl.obolibrary.org/obo/UBERON_0001205,submucosa of small intestine,tela submucosa (intestinum tenue)
http://purl.obolibrary.org/obo/UBERON_0001205,submucosa of small intestine,tela submucosa intestini tenuis
http://purl.obolibrary.org/obo/UBERON_0001206,serosa of small intestine,serosa of small bowel
http://purl.obolibrary.org/obo/UBERON_0001206,serosa of small intestine,serous coat of small intestine
http://purl.obolibrary.org/obo/UBERON_0001206,serosa of small intestine,serous membrane of small bowel
http://purl.obolibrary.org/obo/UBERON_0001206,serosa of small intestine,serous membrane of small intestine
http://purl.obolibrary.org/obo/UBERON_0001206,serosa of small intestine,small bowel serosa
http://purl.obolibrary.org/obo/UBERON_0001206,serosa of small intestine,small bowel serous membrane
http://purl.obolibrary.org/obo/UBERON_0001206,serosa of small intestine,small intestinal serosa
http://purl.obolibrary.org/obo/UBERON_0001206,serosa of small intestine,small intestine serosa
http://purl.obolibrary.org/obo/UBERON_0001206,serosa of small intestine,small intestine serous membrane
http://purl.obolibrary.org/obo/UBERON_0001206,serosa of small intestine,tunica serosa (intestinum tenue)
http://purl.obolibrary.org/obo/UBERON_0001206,serosa of small intestine,tunica serosa intestini tenuis
http://purl.obolibrary.org/obo/UBERON_0001206,serosa of small intestine,visceral peritoneum of small intestine
http://purl.obolibrary.org/obo/UBERON_0001207,mucosa of large intestine,large intestinal mucosa
http://purl.obolibrary.org/obo/UBERON_0001207,mucosa of large intestine,large intestine mucosa
http://purl.obolibrary.org/obo/UBERON_0001207,mucosa of large intestine,large intestine mucosa of organ
http://purl.obolibrary.org/obo/UBERON_0001207,mucosa of large intestine,large intestine mucous membrane
http://purl.obolibrary.org/obo/UBERON_0001207,mucosa of large intestine,large intestine organ mucosa
http://purl.obolibrary.org/obo/UBERON_0001207,mucosa of large intestine,mucosa of organ of large intestine
http://purl.obolibrary.org/obo/UBERON_0001207,mucosa of large intestine,mucous membrane of large intestine
http://purl.obolibrary.org/obo/UBERON_0001207,mucosa of large intestine,organ mucosa of large intestine
http://purl.obolibrary.org/obo/UBERON_0001207,mucosa of large intestine,tunica mucosa intestini crassi
http://purl.obolibrary.org/obo/UBERON_0001208,submucosa of large intestine,large intestinal submucosa
http://purl.obolibrary.org/obo/UBERON_0001208,submucosa of large intestine,large intestine submucosa
http://purl.obolibrary.org/obo/UBERON_0001208,submucosa of large intestine,tela submucosa intestini crassi
http://purl.obolibrary.org/obo/UBERON_0001209,serosa of large intestine,large intestinal serosa
http://purl.obolibrary.org/obo/UBERON_0001209,serosa of large intestine,large intestine serosa
http://purl.obolibrary.org/obo/UBERON_0001209,serosa of large intestine,large intestine serous membrane
http://purl.obolibrary.org/obo/UBERON_0001209,serosa of large intestine,serous coat of large intestine
http://purl.obolibrary.org/obo/UBERON_0001209,serosa of large intestine,serous membrane of large intestine
http://purl.obolibrary.org/obo/UBERON_0001209,serosa of large intestine,tunica serosa intestini crassi
http://purl.obolibrary.org/obo/UBERON_0001209,serosa of large intestine,visceral peritoneum of large intestine
http://purl.obolibrary.org/obo/UBERON_0001210,muscularis mucosae of small intestine,lamina muscularis mucosae (tunica mucosa)(intestinum tenue)
http://purl.obolibrary.org/obo/UBERON_0001210,muscularis mucosae of small intestine,lamina muscularis mucosae intestini tenuis
http://purl.obolibrary.org/obo/UBERON_0001210,muscularis mucosae of small intestine,lamina muscularis of small intestine mucous membrane
http://purl.obolibrary.org/obo/UBERON_0001210,muscularis mucosae of small intestine,small intestine muscularis mucosa
http://purl.obolibrary.org/obo/UBERON_0001211,Peyer's patch,Peyers gland
http://purl.obolibrary.org/obo/UBERON_0001211,Peyer's patch,Peyers patch
http://purl.obolibrary.org/obo/UBERON_0001211,Peyer's patch,aggregated lymphoid follicle of intestine
http://purl.obolibrary.org/obo/UBERON_0001211,Peyer's patch,aggregated lymphoid nodule
http://purl.obolibrary.org/obo/UBERON_0001211,Peyer's patch,noduli lymphoidei aggregati
http://purl.obolibrary.org/obo/UBERON_0001212,duodenal gland,Brunner's gland
http://purl.obolibrary.org/obo/UBERON_0001212,duodenal gland,gland of Brunner
http://purl.obolibrary.org/obo/UBERON_0001212,duodenal gland,submucosal gland of duodenum
http://purl.obolibrary.org/obo/UBERON_0001213,intestinal villus,enteric villi
http://purl.obolibrary.org/obo/UBERON_0001213,intestinal villus,enteric villous
http://purl.obolibrary.org/obo/UBERON_0001213,intestinal villus,enteric villus
http://purl.obolibrary.org/obo/UBERON_0001213,intestinal villus,intestinal villi
http://purl.obolibrary.org/obo/UBERON_0001213,intestinal villus,intestinal villus layer
http://purl.obolibrary.org/obo/UBERON_0001213,intestinal villus,small intestine villus
http://purl.obolibrary.org/obo/UBERON_0001213,intestinal villus,villi intestinales
http://purl.obolibrary.org/obo/UBERON_0001213,intestinal villus,villus
http://purl.obolibrary.org/obo/UBERON_0001213,intestinal villus,villus intestinalis (intestinum tenue)
http://purl.obolibrary.org/obo/UBERON_0001214,pancreatic tributary of splenic vein,pancreatic vein
http://purl.obolibrary.org/obo/UBERON_0001215,inferior mesenteric vein,
http://purl.obolibrary.org/obo/UBERON_0001216,jejunal vein,
http://purl.obolibrary.org/obo/UBERON_0001217,ileal vein,
http://purl.obolibrary.org/obo/UBERON_0001218,middle colic vein,vena colica media (intermedia)
http://purl.obolibrary.org/obo/UBERON_0001219,ileocolic vein,
http://purl.obolibrary.org/obo/UBERON_0001220,quadratus lumborum,muscle of posterior abdominal wall
http://purl.obolibrary.org/obo/UBERON_0001221,transversus abdominis muscle,musculus transversus abdominis
http://purl.obolibrary.org/obo/UBERON_0001221,transversus abdominis muscle,transverse abdominal
http://purl.obolibrary.org/obo/UBERON_0001221,transversus abdominis muscle,transversis abdominus
http://purl.obolibrary.org/obo/UBERON_0001221,transversus abdominis muscle,transversus abdominis
http://purl.obolibrary.org/obo/UBERON_0001222,right ureter,
http://purl.obolibrary.org/obo/UBERON_0001223,left ureter,
http://purl.obolibrary.org/obo/UBERON_0001224,renal pelvis,kidney pelvis
http://purl.obolibrary.org/obo/UBERON_0001224,renal pelvis,pelvis of ureter
http://purl.obolibrary.org/obo/UBERON_0001225,cortex of kidney,cortex renalis
http://purl.obolibrary.org/obo/UBERON_0001225,cortex of kidney,kidney cortex
http://purl.obolibrary.org/obo/UBERON_0001225,cortex of kidney,renal cortex
http://purl.obolibrary.org/obo/UBERON_0001226,major calyx,calices renales majores
http://purl.obolibrary.org/obo/UBERON_0001226,major calyx,major calix
http://purl.obolibrary.org/obo/UBERON_0001227,minor calyx,calices renales minores
http://purl.obolibrary.org/obo/UBERON_0001227,minor calyx,minor calix
http://purl.obolibrary.org/obo/UBERON_0001228,renal papilla,kidney papilla
http://purl.obolibrary.org/obo/UBERON_0001229,renal corpuscle,Malphigian corpuscle
http://purl.obolibrary.org/obo/UBERON_0001229,renal corpuscle,Malpighian corpuscle
http://purl.obolibrary.org/obo/UBERON_0001229,renal corpuscle,corpusculum renale
http://purl.obolibrary.org/obo/UBERON_0001230,glomerular capsule,Bowman's capsule
http://purl.obolibrary.org/obo/UBERON_0001230,glomerular capsule,Bowmans capsule
http://purl.obolibrary.org/obo/UBERON_0001230,glomerular capsule,capsula glomerularis
http://purl.obolibrary.org/obo/UBERON_0001230,glomerular capsule,renal glomerular capsule
http://purl.obolibrary.org/obo/UBERON_0001231,nephron tubule,kidney tubule
http://purl.obolibrary.org/obo/UBERON_0001231,nephron tubule,tubulus renalis
http://purl.obolibrary.org/obo/UBERON_0001232,collecting duct of renal tubule,collecting duct
http://purl.obolibrary.org/obo/UBERON_0001232,collecting duct of renal tubule,kidney collecting duct
http://purl.obolibrary.org/obo/UBERON_0001232,collecting duct of renal tubule,renal collecting tubule
